resId;en;ru
DocStr16546;Called when the mouse enters the parent {0};Called when the mouse enters the parent {0}
DocStr16547;Called when the parent surface SelectedSeries collection changes;Called when the parent surface SelectedSeries collection changes
DocStr16548;Determines whether the currently pressed mouse buttons matches the {0}. Used to filter events such as zoom or pan on right mouse button;Determines whether the currently pressed mouse buttons matches the {0}. Used to filter events such as zoom or pan on right mouse button
DocStr16549;Returns an XmlSchema that describes the XML representation of the object that is produced by the WriteXml method and consumed by the ReadXml method;Returns an XmlSchema that describes the XML representation of the object that is produced by the WriteXml method and consumed by the ReadXml method
DocStr16550;This method is reserved by {0} and should not be used;This method is reserved by {0} and should not be used
DocStr16551;Generates {0} from its XML representation;Generates {0} from its XML representation
DocStr16552;Converts {0} into its XML representation;Converts {0} into its XML representation
DocStr16553;Instantly stops any inertia that can be associated with this modifier;Instantly stops any inertia that can be associated with this modifier
DocStr16554;Called with the {0}{1} changes;Called with the {0}{1} changes
DocStr16555;Called when the AnnotationCollection changes;Called when the AnnotationCollection changes
DocStr16556;The CursorModifier provides a cross-hairs (cursor) plus tooltip with X,Y data values under the mouse as the mouse moves. Add to a {0} and set IsEnabled to true to enable this behaviour;The CursorModifier provides a cross-hairs (cursor) plus tooltip with X,Y data values under the mouse as the mouse moves. Add to a {0} and set IsEnabled to true to enable this behaviour
DocStr16557;Defined IncludeSeries Attached Property;Defined IncludeSeries Attached Property
DocStr16558;Gets the include Series or not;Gets the include Series or not
DocStr16559;Sets the include Series or not;Sets the include Series or not
DocStr16560;Defines the ShowTooltip DependencyProperty;Defines the ShowTooltip DependencyProperty
DocStr16561;Provides a collection of {0} structs, which may be data-bound to in the UI defined by the {1} Control template;Provides a collection of {0} structs, which may be data-bound to in the UI defined by the {1} Control template
DocStr16562;Provides an {0} object, which may be data-bound to;Provides an {0} object, which may be data-bound to
DocStr16563;Gets or sets value, indicates whether show cursor tooltip or not;Gets or sets value, indicates whether show cursor tooltip or not
DocStr16564;Gets or sets delay for showing of tooltips in miliseconds;Gets or sets delay for showing of tooltips in miliseconds
DocStr16565;When overriden in a derived class, called to handle the Master {0} MouseMove event;When overriden in a derived class, called to handle the Master {0} MouseMove event
DocStr16566;The current Mouse-point;The current Mouse-point
DocStr16567;Enumerates RenderableSeries on the parent {0} and gets {1} objects in given point;Enumerates RenderableSeries on the parent {0} and gets {1} objects in given point
DocStr16568;Performs a hit-test on all axes and aggregates data into the {0} collection;Performs a hit-test on all axes and aggregates data into the {0} collection
DocStr16569;When overriden in a derived class, called to handle the Slave {0} MouseMove event;When overriden in a derived class, called to handle the Slave {0} MouseMove event
DocStr16570;When overriden in a derived class, this method should clear all markers and tooltips from the {0};When overriden in a derived class, this method should clear all markers and tooltips from the {0}
DocStr16571;When overriden in a derived class, applies new template to tooltip label, {0} and {1};When overriden in a derived class, applies new template to tooltip label, {0} and {1}
